company,location,industry,total_laid_off,percentage_laid_off,date,stage,country,funds_raised_millions,number_of_layoff_events,is_repeat_layoff_company,log_funds_raised,funding_bracket,severity_tier,is_statistical_outlier,outlier_direction
Guardant Health,SF Bay Area,Healthcare,130,0.07,2023-01-25,Post-IPO,United States,550,1,False,6.311734809152915,Large ($500M-2B),Mild (<=10%),False,Typical
Guidewire,SF Bay Area,Finance,0,0.02,2022-08-11,Post-IPO,United States,24,1,False,3.218875824868201,Small (<$50M),Mild (<=10%),False,Typical
GumGum,Los Angeles,Marketing,90,0.25,2020-04-20,Series D,United States,58,1,False,4.07753744390572,Medium ($50-500M),Moderate (10-25%),False,Typical
Gusto,SF Bay Area,HR,126,0.05,2023-02-08,Series E,United States,746,1,False,6.616065185132817,Large ($500M-2B),Mild (<=10%),False,Typical
Gympass,Sao Paulo,Fitness,467,0.33,2020-04-03,Series D,Brazil,300,1,False,5.707110264748875,Medium ($50-500M),Severe (25-50%),False,Typical
HackerEarth,SF Bay Area,HR,0,0.08,2023-02-14,Series B,United States,11,1,False,2.4849066497880004,Small (<$50M),Mild (<=10%),False,Typical
Halcyon Health,New York City,Healthcare,0,1.0,2022-04-15,Unknown,United States,2,1,False,1.0986122886681098,Small (<$50M),Critical (>50%),False,Typical
Happy Money,Los Angeles,Finance,158,0.34,2022-11-30,Series D,United States,191,1,False,5.2574953720277815,Medium ($50-500M),Severe (25-50%),False,Typical
Harappa,New Delhi,Education,60,0.3,2023-01-03,Acquired,India,0,1,False,0.0,Small (<$50M),Severe (25-50%),False,Typical
Hash,Sao Paulo,Finance,58,0.5,2022-08-01,Series C,Brazil,58,1,False,4.07753744390572,Medium ($50-500M),Severe (25-50%),True,Unusually High for Funding Level
HashiCorp,SF Bay Area,Security,69,,2023-01-11,Post-IPO,United States,349,1,False,5.857933154483459,Medium ($50-500M),,False,Typical
Haus,SF Bay Area,Food,0,1.0,2022-08-09,Seed,United States,7,1,False,2.079441541679836,Small (<$50M),Critical (>50%),False,Typical
Havenly,Denver,Consumer,5,,2020-07-01,Series C,United States,58,1,False,4.07753744390572,Medium ($50-500M),,False,Typical
Headspace,Los Angeles,Healthcare,50,0.04,2022-12-14,Unknown,United States,215,1,False,5.375278407684165,Medium ($50-500M),Mild (<=10%),False,Typical
Healthcare.com,Miami,Healthcare,149,,2022-08-03,Series C,United States,244,1,False,5.501258210544727,Medium ($50-500M),,False,Typical
HealthifyMe,Bengaluru,Fitness,150,,2022-12-03,Series C,India,100,1,False,4.61512051684126,Medium ($50-500M),,False,Typical
HealthMatch,Sydney,Healthcare,18,0.5,2022-06-28,Series B,Australia,20,1,False,3.044522437723423,Small (<$50M),Severe (25-50%),False,Typical
Hedvig,Stockholm,Finance,12,,2022-09-01,Series B,Sweden,67,1,False,4.219507705176107,Medium ($50-500M),,False,Typical
HelloFresh,SF Bay Area,Food,611,,2022-10-10,Post-IPO,United States,367,1,False,5.908082938168931,Medium ($50-500M),,False,Typical
Help.com,Austin,Support,16,1.0,2020-03-16,Seed,United States,6,1,False,1.9459101490553128,Small (<$50M),Critical (>50%),False,Typical
Her Campus Media,Boston,Media,10,0.18,2020-06-10,Unknown,United States,0,1,False,0.0,Small (<$50M),Moderate (10-25%),False,Typical
Heroes,London,Retail,24,0.2,2022-07-15,Unknown,United States,265,1,False,5.583496308781699,Medium ($50-500M),Moderate (10-25%),False,Typical
Heycar,Berlin,Transportation,73,,2023-01-27,Unknown,Germany,0,1,False,0.0,Small (<$50M),,False,Typical
Hibob,Tel Aviv,HR,70,0.3,2020-03-30,Series A,Israel,45,1,False,3.828641396489095,Small (<$50M),Severe (25-50%),False,Typical
HighRadius,Bengaluru,Finance,25,,2022-11-09,Series C,India,475,1,False,6.16541785423142,Medium ($50-500M),,False,Typical
Highsnobiety,Berlin,Media,51,0.25,2020-04-01,Series A,Germany,9,1,False,2.302585092994046,Small (<$50M),Moderate (10-25%),False,Typical
Highspot,Seattle,Sales,100,0.1,2023-02-02,Series F,United States,644,1,False,6.4692503167957724,Large ($500M-2B),Mild (<=10%),False,Typical
Hipcamp,SF Bay Area,Travel,0,0.6,2020-04-20,Series B,United States,41,1,False,3.737669618283368,Small (<$50M),Critical (>50%),False,Typical
Hippo Insurance,SF Bay Area,Finance,70,0.1,2022-08-31,Post-IPO,United States,1300,1,False,7.170888478512505,Large ($500M-2B),Mild (<=10%),False,Typical
Hirect,Bengaluru,Recruiting,200,0.4,2022-11-28,Series A,India,0,1,False,0.0,Small (<$50M),Severe (25-50%),False,Typical
Hireology,Chicago,Recruiting,36,0.17,2020-05-12,Series D,United States,52,1,False,3.970291913552122,Medium ($50-500M),Moderate (10-25%),False,Typical
Hodlnaut,Singapore,Crypto,40,0.8,2022-08-19,Unknown,Singapore,0,1,False,0.0,Small (<$50M),Critical (>50%),False,Typical
Hologram,Chicago,Infrastructure,80,0.4,2022-06-09,Series B,United States,82,1,False,4.418840607796598,Medium ($50-500M),Severe (25-50%),False,Typical
Homebot,Denver,Real Estate,18,0.13,2022-12-19,Acquired,United States,4,1,False,1.6094379124341005,Small (<$50M),Moderate (10-25%),False,Typical
HomeLight,SF Bay Area,Real Estate,0,0.19,2022-06-29,Series D,United States,743,1,False,6.612041034833092,Large ($500M-2B),Moderate (10-25%),False,Typical
Homepoint,Phoenix,Real Estate,113,,2022-11-17,Post-IPO,United States,0,1,False,0.0,Small (<$50M),,False,Typical
Homeward,Austin,Real Estate,0,0.2,2022-08-10,Series B,United States,160,2,True,5.081404364984463,Medium ($50-500M),Moderate (10-25%),False,Typical
Homeward,Austin,Real Estate,0,0.25,2022-11-16,Unknown,United States,501,2,True,6.218600119691729,Large ($500M-2B),Moderate (10-25%),False,Typical
Homie,Salt Lake City,Real Estate,40,0.13,2022-10-04,Series B,United States,35,2,True,3.58351893845611,Small (<$50M),Moderate (10-25%),False,Typical
Homie,Salt Lake City,Real Estate,119,0.29,2022-02-14,Series B,United States,35,2,True,3.58351893845611,Small (<$50M),Severe (25-50%),False,Typical
HOOQ,Singapore,Consumer,250,1.0,2020-03-27,Unknown,Singapore,95,1,False,4.564348191467836,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
Hootsuite,Vancouver,Marketing,50,0.05,2022-11-01,Series C,Canada,300,3,True,5.707110264748875,Medium ($50-500M),Mild (<=10%),False,Typical
Hootsuite,Vancouver,Marketing,70,0.07,2023-01-18,Series C,Canada,300,3,True,5.707110264748875,Medium ($50-500M),Mild (<=10%),False,Typical
Hootsuite,Vancouver,Marketing,400,0.3,2022-08-09,Series C,Canada,300,3,True,5.707110264748875,Medium ($50-500M),Severe (25-50%),False,Typical
Hopin,London,Other,0,0.17,2022-11-16,Series D,United Kingdom,1000,3,True,6.90875477931522,Large ($500M-2B),Moderate (10-25%),False,Typical
Hopin,London,Other,138,0.12,2022-02-10,Series D,United States,1000,3,True,6.90875477931522,Large ($500M-2B),Moderate (10-25%),False,Typical
Hopin,London,Other,242,0.29,2022-07-11,Series D,United Kingdom,1000,3,True,6.90875477931522,Large ($500M-2B),Severe (25-50%),False,Typical
HopSkipDrive,Los Angeles,Transportation,8,0.1,2020-03-13,Unknown,United States,45,1,False,3.828641396489095,Small (<$50M),Mild (<=10%),False,Typical
Horizn Studios,Berlin,Travel,15,0.25,2020-04-24,Series B,Germany,30,1,False,3.4339872044851463,Small (<$50M),Moderate (10-25%),False,Typical
Hotmart,Belo Horizonte,Marketing,227,0.12,2022-10-20,Series C,Brazil,127,1,False,4.852030263919617,Medium ($50-500M),Moderate (10-25%),False,Typical
Houzz,SF Bay Area,Consumer,95,0.08,2022-12-07,Series E,United States,613,2,True,6.419994928147142,Large ($500M-2B),Mild (<=10%),False,Typical
Houzz,SF Bay Area,Consumer,155,0.1,2020-04-21,Series E,United States,613,2,True,6.419994928147142,Large ($500M-2B),Mild (<=10%),False,Typical
HP,Tel Aviv,Hardware,100,,2023-02-19,Post-IPO,Israel,4200,1,False,8.343077871169383,Mega (>$2B),,False,Typical
Hubba,Toronto,Retail,45,1.0,2021-02-01,Series B,Canada,61,1,False,4.127134385045092,Medium ($50-500M),Critical (>50%),True,Unusually High for Funding Level
HubHaus,SF Bay Area,Real Estate,0,1.0,2020-09-11,Series A,United States,13,1,False,2.6390573296152584,Small (<$50M),Critical (>50%),False,Typical
Hubilo,SF Bay Area,Marketing,45,0.12,2022-07-12,Series B,United States,153,2,True,5.0369526024136295,Medium ($50-500M),Moderate (10-25%),False,Typical
Hubilo,SF Bay Area,Other,115,0.35,2023-01-19,Series B,United States,153,2,True,5.0369526024136295,Medium ($50-500M),Severe (25-50%),False,Typical
HubSpot,Boston,Marketing,500,0.07,2023-01-31,Post-IPO,United States,100,1,False,4.61512051684126,Medium ($50-500M),Mild (<=10%),False,Typical
HuffPo,New York City,Media,47,,2021-03-09,Acquired,United States,37,1,False,3.6375861597263857,Small (<$50M),,False,Typical
Humble,SF Bay Area,Media,10,,2022-04-15,Acquired,United States,4,1,False,1.6094379124341005,Small (<$50M),,False,Typical
Humu,SF Bay Area,HR,26,,2020-04-02,Series B,United States,40,1,False,3.713572066704308,Small (<$50M),,False,Typical
Hunty,Bogota,HR,30,,2022-06-14,Seed,Colombia,6,1,False,1.9459101490553128,Small (<$50M),,False,Typical
Huobi,Beijing,Crypto,275,0.2,2023-01-06,Unknown,China,2,2,True,1.0986122886681098,Small (<$50M),Moderate (10-25%),False,Typical
Huobi,Beijing,Crypto,300,0.3,2022-06-28,Unknown,China,2,2,True,1.0986122886681098,Small (<$50M),Severe (25-50%),False,Typical
Hydrow,Boston,Fitness,0,0.35,2022-07-18,Series D,United States,269,2,True,5.598421958998375,Medium ($50-500M),Severe (25-50%),False,Typical
Hydrow,Boston,Fitness,30,,2023-01-19,Series D,United States,269,2,True,5.598421958998375,Medium ($50-500M),,False,Typical
Hyperscience,New York City,Data,100,0.25,2022-03-03,Series E,United States,289,1,False,5.66988092298052,Medium ($50-500M),Moderate (10-25%),False,Typical
IBM,New York City,Hardware,3900,0.02,2023-01-25,Post-IPO,United States,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Ibotta,Denver,Retail,87,0.15,2020-04-07,Series D,United States,85,1,False,4.454347296253507,Medium ($50-500M),Moderate (10-25%),False,Typical
ID.me,Washington D.C.,Security,130,,2022-06-07,Unknown,United States,275,1,False,5.62040086571715,Medium ($50-500M),,False,Typical
Ideoclick,Seattle,Retail,40,,2022-05-04,Series A,United States,7,1,False,2.079441541679836,Small (<$50M),,False,Typical
iFit,Logan,Fitness,300,0.2,2022-11-14,Private Equity,United States,200,1,False,5.303304908059076,Medium ($50-500M),Moderate (10-25%),False,Typical
Iflix,Kuala Lumpur,Consumer,50,0.12,2020-04-04,Unknown,Malaysia,348,1,False,5.855071922202427,Medium ($50-500M),Moderate (10-25%),False,Typical
iFood,Sao Paulo,Food,355,0.06,2023-03-01,Subsidiary,Brazil,2100,1,False,7.650168700845001,Mega (>$2B),Mild (<=10%),False,Typical
Ignite,SF Bay Area,Crypto,0,0.5,2022-07-11,Series A,United States,9,1,False,2.302585092994046,Small (<$50M),Severe (25-50%),False,Typical
Ignition,Sydney,Finance,0,0.1,2023-01-16,Series C,Australia,74,1,False,4.31748811353631,Medium ($50-500M),Mild (<=10%),False,Typical
Ike,SF Bay Area,Transportation,10,0.14,2020-04-22,Series A,United States,52,1,False,3.970291913552122,Medium ($50-500M),Moderate (10-25%),False,Typical
Illumina,San Diego,Healthcare,500,0.05,2022-11-14,Post-IPO,United States,28,1,False,3.367295829986474,Small (<$50M),Mild (<=10%),False,Typical
Immersive Labs,Bristol,Security,38,0.1,2022-08-30,Series C,United Kingdom,123,1,False,4.820281565605037,Medium ($50-500M),Mild (<=10%),False,Typical
Immutable,Sydney,Crypto,0,0.11,2023-02-22,Series C,Australia,279,2,True,5.634789603169249,Medium ($50-500M),Moderate (10-25%),False,Typical
Immutable,Sydney,Crypto,20,0.06,2022-07-26,Series C,Australia,279,2,True,5.634789603169249,Medium ($50-500M),Mild (<=10%),False,Typical
Impact.com,Los Angeles,Marketing,0,0.1,2022-08-25,Private Equity,United States,361,1,False,5.891644211825772,Medium ($50-500M),Mild (<=10%),False,Typical
Impala,London,Travel,30,0.35,2022-06-01,Series B,United Kingdom,32,1,False,3.49650756146648,Small (<$50M),Severe (25-50%),False,Typical
Imperfect Foods,SF Bay Area,Food,50,,2022-07-29,Series D,United States,229,1,False,5.438079308923196,Medium ($50-500M),,False,Typical
Impossible Foods,SF Bay Area,Food,50,0.06,2022-10-06,Series H,United States,1900,1,False,7.550135342488429,Large ($500M-2B),Mild (<=10%),False,Typical
Impossible Foods copy,SF Bay Area,Food,140,0.2,2023-01-30,Series H,United States,1900,1,False,7.550135342488429,Large ($500M-2B),Moderate (10-25%),False,Typical
Improbable,London,Other,0,0.1,2022-12-16,Unknown,United Kingdom,704,1,False,6.558197802812269,Large ($500M-2B),Mild (<=10%),False,Typical
Incredible Health,SF Bay Area,Healthcare,9,0.4,2020-04-01,Series A,United States,15,1,False,2.772588722239781,Small (<$50M),Severe (25-50%),False,Typical
InDebted,Sydney,Finance,40,0.17,2022-07-26,Series B,Australia,41,1,False,3.737669618283368,Small (<$50M),Moderate (10-25%),False,Typical
Indigo,Boston,Other,80,,2021-02-09,Series F,United States,1200,1,False,7.090909822079984,Large ($500M-2B),,False,Typical
Industrious,New York City,Real Estate,90,0.2,2020-04-02,Series D,United States,222,1,False,5.407171771460119,Medium ($50-500M),Moderate (10-25%),False,Typical
Infarm,Berlin,Other,50,0.05,2022-09-14,Series D,Germany,604,2,True,6.405228458030842,Large ($500M-2B),Mild (<=10%),False,Typical
Infarm,Berlin,Other,500,0.5,2022-11-28,Series D,Germany,604,2,True,6.405228458030842,Large ($500M-2B),Severe (25-50%),True,Unusually High for Funding Level
InfluxData,SF Bay Area,Data,65,0.27,2022-11-10,Series D,United States,119,1,False,4.787491742782046,Medium ($50-500M),Severe (25-50%),False,Typical
Informatica,SF Bay Area,Data,450,0.07,2023-01-10,Post-IPO,United States,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
InfoSum,London,Security,20,0.12,2022-10-19,Series B,United Kingdom,88,1,False,4.48863636973214,Medium ($50-500M),Moderate (10-25%),False,Typical
Inmobi,Bengaluru,Marketing,50,,2023-01-23,Unknown,India,320,1,False,5.771441123130016,Medium ($50-500M),,False,Typical
Innovaccer,SF Bay Area,Healthcare,90,0.08,2022-09-01,Series E,United States,379,2,True,5.940171252720432,Medium ($50-500M),Mild (<=10%),False,Typical
Innovaccer,SF Bay Area,Healthcare,245,0.15,2023-01-24,Series E,United States,379,2,True,5.940171252720432,Medium ($50-500M),Moderate (10-25%),False,Typical
Innovid,New York City,Marketing,40,0.1,2023-01-23,Post-IPO,United States,295,1,False,5.69035945432406,Medium ($50-500M),Mild (<=10%),False,Typical
Inscripta,Boulder,Healthcare,43,,2022-12-08,Series E,United States,459,1,False,6.131226489483141,Medium ($50-500M),,False,Typical
Inspirato,Denver,Travel,109,0.12,2023-01-18,Post-IPO,United States,179,2,True,5.19295685089021,Medium ($50-500M),Moderate (10-25%),False,Typical
Inspirato,Denver,Travel,130,0.22,2020-03-16,Series C,United States,79,2,True,4.382026634673881,Medium ($50-500M),Moderate (10-25%),False,Typical
Instacart,SF Bay Area,Food,1877,,2021-01-21,Unknown,United States,2400,1,False,7.783640596221253,Mega (>$2B),,False,Typical
Instamojo,Bengaluru,Finance,6,0.06,2020-04-02,Unknown,India,8,1,False,2.19722457733622,Small (<$50M),Mild (<=10%),False,Typical
Instructure,Salt Lake City,Education,150,0.12,2020-05-27,Acquired,United States,89,1,False,4.499809670330265,Medium ($50-500M),Moderate (10-25%),False,Typical
Intapp,SF Bay Area,Legal,45,0.05,2020-05-18,Private Equity,United States,0,1,False,0.0,Small (<$50M),Mild (<=10%),False,Typical
Integral Ad Science,New York City,Marketing,70,0.1,2020-05-14,Acquired,United States,116,2,True,4.762173934797756,Medium ($50-500M),Mild (<=10%),False,Typical
Integral Ad Science,New York City,Marketing,120,0.13,2022-12-07,Acquired,United States,116,2,True,4.762173934797756,Medium ($50-500M),Moderate (10-25%),False,Typical
Integrate.ai,Toronto,Support,26,,2020-06-09,Unknown,Canada,40,1,False,3.713572066704308,Small (<$50M),,False,Typical
Intel,SF Bay Area,Hardware,201,,2022-12-06,Post-IPO,United States,12,2,True,2.5649493574615367,Small (<$50M),,False,Typical
Intel,SF Bay Area,Hardware,343,,2023-01-30,Post-IPO,United States,12,2,True,2.5649493574615367,Small (<$50M),,False,Typical
Intercom,SF Bay Area,Support,39,0.06,2020-05-20,Series D,United States,240,3,True,5.484796933490655,Medium ($50-500M),Mild (<=10%),False,Typical
Intercom,SF Bay Area,Support,49,0.05,2022-09-07,Series D,United States,240,3,True,5.484796933490655,Medium ($50-500M),Mild (<=10%),False,Typical
